TiNbZrCu_12	
35.08	3044.196
35.1	3158.209
35.12	3216.741
35.14	3067.336
35.16	3052.176
35.18	3038.291
35.2	3096.729
35.22	3113.398
35.24	3115.609
35.26	3011.096
35.28	3045.192
35.3	3115.931
35.32	3046.01
35.34	3042.93
35.36	3078.13
35.38	3082.291
35.4	2985.823
35.42	3101.736
35.44	2963.841
35.46	3003.516
35.48	2990.842
35.5	3025.311
35.52	3034.404
35.54	3038.426
35.56	3051.585
35.58	3098.732
35.6	3066.591
35.62	2960.561
35.64	3056.354
35.66	2966.378
35.68	2985.368
35.7	3051.601
35.72	3039.592
35.74	2927.816
35.76	2885.822
35.78	2979.593
35.8	2933.617
35.82	3025.812
35.84	3010.498
35.86	3001.021
35.88	3032.723
35.9	2971.811
35.92	3032.183
35.94	2957.361
35.96	2980.698
35.98	3049.628
36	2910.11
36.02	2961.324
36.04	2938.511
36.06	3000.902
36.08	2948.248
36.1	2963.384
36.12	2963.7
36.14	2888.412
36.16	2871.551
36.18	2934.184
36.2	2875.038
36.22	2831.01
36.24	2868.81
36.26	2837.782
36.28	2829.21
36.3	2884.946
36.32	2823.46
36.34	2816.422
36.36	2845.029
36.38	2787.069
36.4	2785.56
36.42	2850.953
36.44	2771.5
36.46	2740.644
36.48	2782.567
36.5	2841.764
36.52	2844.444
36.54	2795.933
36.56	2879.332
36.58	2893.456
36.6	2693.363
36.62	2821.946
36.64	2815
36.66	2828
36.68	2799.896
36.7	2742.063
36.72	2798.693
36.74	2706.248
36.76	2823.825
36.78	2807.193
36.8	2727.859
36.82	2788.632
36.84	2718.348
36.86	2748.797
36.88	2767.792
36.9	2702.401
36.92	2780.748
36.94	2698.065
36.96	2707.098
36.98	2718.731
37	2719.546
37.02	2743.241
37.04	2780.327
37.06	2681.185
37.08	2805.799
37.1	2814.094
37.12	2677.993
37.14	2753.649
37.16	2751.7
37.18	2780.902
37.2	2802.689
37.22	2705.388
37.24	2735.475
37.26	2807.963
37.28	2824.923
37.3	2802.342
37.32	2868.881
37.34	2831.748
37.36	2886.36
37.38	2907.274
37.4	2895.655
37.42	2859.828
37.44	2938
37.46	2875.523
37.48	2933.038
37.5	2925.153
37.52	2908.011
37.54	2894.325
37.56	2911.079
37.58	2953.683
37.6	2939.979
37.62	2893.436
37.64	2861.729
37.66	3018.42
37.68	3023.105
37.7	2912.156
37.72	2985.873
37.74	2999.973
37.76	3007.827
37.78	3018.842
37.8	3013.682
37.82	3033.991
37.84	3105.282
37.86	3034.862
37.88	3031.696
37.9	3117.602
37.92	3123.172
37.94	3091.712
37.96	3179.635
37.98	3169.448
38	3233.469
38.02	3242.33
38.04	3222.267
38.06	3318.124
38.08	3390.259
38.1	3407.252
38.12	3342.844
38.14	3416.576
38.16	3426.74
38.18	3545.136
38.2	3633.039
38.22	3650.414
38.24	3774.206
38.26	3827.327
38.28	3911.722
38.3	3936.629
38.32	4123.495
38.34	4205.595
38.36	4276.702
38.38	4487.664
38.4	4583.965
38.42	5079.943
38.44	5463.16
38.46	6071.466
38.48	6670.951
38.5	7285.165
38.52	8076.071
38.54	9402.439
38.56	11812.85
38.58	15865.59
38.6	23391.72
38.62	35245.18
38.64	49790.91
38.66	57607.55
38.68	53001.89
38.7	43689.22
38.72	36789.08
38.74	36043.11
38.76	35242.15
38.78	30261.72
38.8	22216.8
38.82	15443.51
38.84	11023.85
38.86	8388.81
38.88	7039.048
38.9	6092.752
38.92	5422.454
38.94	4992.042
38.96	4727.534
38.98	4436.633
39	4264.841
39.02	4108.338
39.04	4004.304
39.06	3973.292
39.08	3779.234
39.1	3656.618
39.12	3650.68
39.14	3528.377
39.16	3631.817
39.18	3480.026
39.2	3430.679
39.22	3268.043
39.24	3211.903
39.26	3168.615
39.28	3138.924
39.3	3181.346
39.32	3133.389
39.34	3017.184
39.36	2987.861
39.38	3000.326
39.4	2953.498
39.42	2925.318
39.44	2965.309
39.46	2866.674
39.48	2757.799
39.5	2870.492
39.52	2817.335
39.54	2820.293
39.56	2799.187
39.58	2806.601
39.6	2854.319
39.62	2671.895
39.64	2654.227
39.66	2732.627
39.68	2689.832
39.7	2653.849
39.72	2695.44
39.74	2703.332
39.76	2620.219
39.78	2634.479
39.8	2659.439
39.82	2667.516
39.84	2525.721
39.86	2568.918
39.88	2524.765
39.9	2544.875
39.92	2479.411
39.94	2475.042
39.96	2498.747
39.98	2443.443
40	2460.011
40.02	2541.981
40.04	2493.678
40.06	2471.703
40.08	2508.741
40.1	2486.364
40.12	2468.043
40.14	2431.264
40.16	2375.923
40.18	2473.718
40.2	2387.423
40.22	2504.187
40.24	2522.608
40.26	2490.032
40.28	2397.451
40.3	2444.111
40.32	2515.647
40.34	2401.444
40.36	2376.12
40.38	2469.916
40.4	2373.397
40.42	2442.523
40.44	2394.642
40.46	2406.471
40.48	2398.726
40.5	2341.667
40.52	2397.642
40.54	2493.17
40.56	2358.02
40.58	2427.803
40.6	2380.351
40.62	2524.53
40.64	2440.137
40.66	2356.842
40.68	2397.477
40.7	2458.389
40.72	2322.783
40.74	2376.036
40.76	2307.821
40.78	2375.655
40.8	2340.092
40.82	2423.905
40.84	2300.311
40.86	2294.747
40.88	2300.845
40.9	2194.74
40.92	2365.29
40.94	2333.395
40.96	2406.91
40.98	2284.698
41	2361.683
41.02	2311.594
41.04	2304.316
41.06	2347.598
41.08	2392.175
41.1	2381.763
41.12	2271.657
41.14	2357.682
41.16	2235.452
41.18	2326.319
41.2	2241.088
41.22	2218.916
41.24	2361.079
41.26	2243.611
41.28	2317.626
41.3	2258.707
41.32	2270.571
41.34	2201.157
41.36	2246.827
41.38	2279.947
41.4	2181.338
41.42	2252.437
41.44	2292.075
41.46	2289.514
41.48	2201.797
41.5	2241.987
41.52	2282.846
41.54	2224.227
41.56	2255.487
41.58	2192.478
41.6	2283.406
41.62	2157.108
41.64	2221.115
41.66	2200.463
41.68	2253.514
41.7	2204.45
41.72	2219.318
41.74	2333.393
41.76	2152.848
41.78	2235.639
41.8	2263.204
41.82	2218.25
41.84	2076.647
41.86	2106.704
41.88	2194.924
41.9	2158.588
41.92	2278.711
41.94	2096.764
41.96	2199.892
41.98	2162.037
42	2168.723
42.02	2223.193
42.04	2131.508
42.06	2135.562
42.08	2157.772
42.1	2186.27
42.12	2082.349
42.14	2194.792
42.16	2125.578
42.18	2131.191
42.2	2143.278
42.22	2145.984
42.24	2109.171
42.26	2095.512
42.28	2088.03
42.3	2123.361
42.32	2130.519
42.34	2160.395
42.36	2171.363
42.38	2109.603
42.4	2125.471
42.42	2082.183
42.44	2031.686
42.46	2127.467
42.48	2135.794
42.5	2143.911
42.52	2101.271
42.54	2095.421
42.56	2116.937
42.58	2139.349
42.6	2044.029
42.62	2147.571
42.64	2143.716
42.66	2151.02
42.68	2042.828
42.7	2093.11
42.72	2068.13
42.74	2062.276
42.76	2044.842
42.78	2084.645
42.8	2119.216
42.82	2076.09
42.84	2135.532
42.86	2052.955
42.88	2034.118
42.9	1973.114
42.92	2094.156
42.94	2079.528
42.96	2118.55
42.98	2102.981
43	2117.687
43.02	1980.405
43.04	2103.574
43.06	2019.431
43.08	2116.098
43.1	2080.057
43.12	2107.087
43.14	2031.42
43.16	1999.379
43.18	2032.359
43.2	2012.057
43.22	2009.176
43.24	2076.113
43.26	2081.609
43.28	2017.784
43.3	1996.812
43.32	1981.905
43.34	1948.95
43.36	1984.098
43.38	2019.62
43.4	2013.291
43.42	2034.052
43.44	2026.071
43.46	2029.953
43.48	2020.637
43.5	1981.916
43.52	1992.327
43.54	1993.21
43.56	1983.053
43.58	2013.885
43.6	1967.271
43.62	2014.797
43.64	2070.7
43.66	1952.787
43.68	1993.615
43.7	2060.816
43.72	2045.773
43.74	1935.738
43.76	2038.387
43.78	1938.072
43.8	2045.913
43.82	1951.762
43.84	1932.227
43.86	1932.451
43.88	1920.323
43.9	2055.113
43.92	2019.82
43.94	1996.073
43.96	1999.974
43.98	1995.316
44	1916.415
44.02	1900.783
44.04	2043.825
44.06	1936.523
44.08	1963.963
44.1	1984.502
44.12	1930.644
44.14	1973.791
44.16	2026.101
44.18	1934.944
44.2	1908.297
44.22	1985.293
44.24	1989.535
44.26	1917.156
44.28	1974.319
44.3	2042.371
44.32	1983.791
44.34	1903.529
44.36	1907.444
44.38	1984.59
44.4	1921.924
44.42	1956.368
44.44	1934.927
44.46	1909.296
44.48	1937.039
44.5	2019.43
44.52	1923.258
44.54	1838.991
44.56	1980.155
44.58	1983.905
44.6	1995.827
44.62	1953.895
44.64	2036.158
44.66	1879.662
44.68	1856.176
44.7	1962.713
44.72	1932.144
44.74	1877.438
44.76	1903.233
44.78	1885.919
44.8	1976.215
44.82	1832.171
44.84	1872.046
44.86	1896.225
44.88	1893.058
44.9	1886.913
44.92	1976.116
44.94	1885.828
44.96	1771.124
44.98	1989.622
45	1952.713
45.02	1933.987
45.04	1906.923
45.06	1861.683
45.08	1879.988
45.1	1887.189
45.12	1852.221
45.14	1852.47
45.16	1955.679
45.18	1888.91
45.2	1929.506
45.22	1896.271
45.24	1877.443
45.26	1931.174
45.28	1913.809
45.3	1915.806
45.32	1898.223
45.34	1935.515
45.36	1922.744
45.38	1894.09
45.4	1850.807
45.42	1888.954
45.44	1913.417
45.46	1878.97
45.48	1847.702
45.5	1847.588
45.52	1857.92
45.54	1885.073
45.56	1883.31
45.58	1885.055
45.6	1870.492
45.62	1781.809
45.64	1889.894
45.66	1823.706
45.68	1880.414
45.7	1861.149
45.72	1886.83
45.74	1866.191
45.76	1823.793
45.78	1903.152
45.8	1821.739
45.82	1882.675
45.84	1903.435
45.86	1830.266
45.88	1779.693
45.9	1842.612
45.92	1818.037
45.94	1782.569
45.96	1881.402
45.98	1843.411
46	1800.302
46.02	1837.27
46.04	1756.64
46.06	1782.846
46.08	1881.74
46.1	1849.604
46.12	1755.596
46.14	1830.636
46.16	1929.329
46.18	1872.057
46.2	1797.498
46.22	1738.723
46.24	1865.686
46.26	1874.722
46.28	1780.208
46.3	1774.057
46.32	1820.533
46.34	1775.519
46.36	1885.571
46.38	1758.217
46.4	1715.138
46.42	1833.561
46.44	1790.417
46.46	1848.728
46.48	1794.769
46.5	1816.988
46.52	1846.276
46.54	1704.918
46.56	1783.474
46.58	1799.628
46.6	1792.854
46.62	1761.757
46.64	1756.831
46.66	1757.411
46.68	1742.823
46.7	1798.051
46.72	1821.661
46.74	1806.789
46.76	1758.613
46.78	1763.567
46.8	1775.618
46.82	1725.712
46.84	1692.132
46.86	1765.547
46.88	1798.078
46.9	1742.745
46.92	1709.2
46.94	1768.419
46.96	1818.553
46.98	1732.242
47	1798.864
47.02	1812.552
47.04	1719.861
47.06	1722.087
47.08	1792.895
47.1	1806.485
47.12	1724.511
47.14	1802.513
47.16	1795.407
47.18	1774.296
47.2	1823.793
47.22	1736.158
47.24	1731.656
47.26	1772.267
47.28	1763.626
47.3	1783.562
47.32	1752.544
47.34	1761.803
47.36	1710.85
47.38	1707.647
47.4	1750.584
47.42	1708.932
47.44	1716.372
47.46	1707.248
47.48	1750.897
47.5	1698.41
47.52	1700.711
47.54	1732.966
47.56	1722.571
47.58	1741.903
47.6	1667.135
47.62	1742.05
47.64	1755.275
47.66	1713.597
47.68	1778.921
47.7	1730.937
47.72	1735.531
47.74	1742.695
47.76	1700.452
47.78	1694.718
47.8	1705.396
47.82	1747.343
47.84	1764.968
47.86	1779.475
47.88	1725.33
47.9	1666.422
47.92	1709.051
47.94	1689.282
47.96	1667.325
47.98	1671.081
48	1726.838
48.02	1693.17
48.04	1717.128
48.06	1810.447
48.08	1650.076
48.1	1794.256
48.12	1631.586
48.14	1650.412
48.16	1609.322
48.18	1740.359
48.2	1603.73
48.22	1689.732
48.24	1639.239
48.26	1689.033
48.28	1697.431
48.3	1735.26
48.32	1678.889
48.34	1690.712
48.36	1667.223
48.38	1719.166
48.4	1719.032
48.42	1678.886
48.44	1710.528
48.46	1705.621
48.48	1671.563
48.5	1706.963
48.52	1665.918
48.54	1641.177
48.56	1660.173
48.58	1666.029
48.6	1740.163
48.62	1722.219
48.64	1676.932
48.66	1713.351
48.68	1570.04
48.7	1671.138
48.72	1642.864
48.74	1691.394
48.76	1728.084
48.78	1694.157
48.8	1644.714
48.82	1600.36
48.84	1737.444
48.86	1663.548
48.88	1672.442
48.9	1653.77
48.92	1672.906
48.94	1611.498
48.96	1651.284
48.98	1726.122
49	1676.158
49.02	1668.971
49.04	1641.51
49.06	1645.67
49.08	1643.341
49.1	1692.156
49.12	1663.778
49.14	1643.965
49.16	1673.721
49.18	1714.301
49.2	1688.72
49.22	1690.449
49.24	1655.856
49.26	1638.915
49.28	1688.725
49.3	1717.862
49.32	1696.639
49.34	1661.387
49.36	1697.415
49.38	1630.737
49.4	1736.603
49.42	1646.34
49.44	1684.642
49.46	1726.972
49.48	1633.985
49.5	1672.854
49.52	1736.338
49.54	1700.767
49.56	1712.19
49.58	1672.905
49.6	1732.501
49.62	1653.773
49.64	1718.864
49.66	1699.822
49.68	1653.124
49.7	1654.768
49.72	1764.467
49.74	1636.733
49.76	1639.964
49.78	1643.599
49.8	1642.972
49.82	1716.048
49.84	1694.653
49.86	1776.119
49.88	1708.416
49.9	1689.059
49.92	1697.829
49.94	1636.441
49.96	1685.46
49.98	1729.491
50	1714.476
50.02	1717.431
50.04	1719.657
50.06	1751.133
50.08	1805.316
50.1	1704.27
50.12	1737.723
50.14	1750.738
50.16	1701.641
50.18	1734.956
50.2	1734.009
50.22	1801.175
50.24	1790.052
50.26	1806.234
50.28	1751.128
50.3	1779.714
50.32	1761.913
50.34	1807.592
50.36	1891.345
50.38	1817.098
50.4	1828.447
50.42	1796.769
50.44	1786.342
50.46	1856.255
50.48	1767.064
50.5	1782.746
50.52	1804.696
50.54	1754.392
50.56	1767.101
50.58	1799.939
50.6	1820.031
50.62	1850.334
50.64	1835.433
50.66	1908.885
50.68	1738.277
50.7	1894.288
50.72	1831.887
50.74	1800.703
50.76	1799.639
50.78	1826.863
50.8	1873.918
50.82	1808.15
50.84	1749.944
50.86	1782.376
50.88	1824.721
50.9	1740.017
50.92	1753.256
50.94	1798.239
50.96	1805.947
50.98	1760.443
51	1802.223
51.02	1729.798
51.04	1702.964
51.06	1719.613
51.08	1792.654
51.1	1747.344
51.12	1792.141
51.14	1768.523
51.16	1752.921
51.18	1737.882
51.2	1683.354
51.22	1695.889
51.24	1687.758
51.26	1668.365
51.28	1724.032
51.3	1667.7
51.32	1668.689
51.34	1685.202
51.36	1675.873
51.38	1647.213
51.4	1572.183
51.42	1641.696
51.44	1549.984
51.46	1656.426
51.48	1626.92
51.5	1559.548
51.52	1574.9
51.54	1644.398
51.56	1616.792
51.58	1610.609
51.6	1649.866
51.62	1710.749
51.64	1668.863
51.66	1626.349
51.68	1586.165
51.7	1540.265
51.72	1648.977
51.74	1642.825
51.76	1633.745
51.78	1565.665
51.8	1646.392
51.82	1562.619
51.84	1542.822
51.86	1563.258
51.88	1630.963
51.9	1580.055
51.92	1469.93
51.94	1559.543
51.96	1534.602
51.98	1568.107
52	1534.381
52.02	1563.097
52.04	1531.055
52.06	1505.432
52.08	1643.93
52.1	1561.354
52.12	1573.062
52.14	1535.179
52.16	1588.065
52.18	1546.602
52.2	1550.476
52.22	1549.75
52.24	1556.337
52.26	1607.099
52.28	1527.284
52.3	1588.232
52.32	1522.738
52.34	1550.377
52.36	1604.612
52.38	1646.537
52.4	1575.086
52.42	1558.622
52.44	1572.427
52.46	1555.071
52.48	1567.229
52.5	1592.219
52.52	1486.906
52.54	1587.599
52.56	1518.582
52.58	1562.756
52.6	1534.341
52.62	1538.232
52.64	1496.787
52.66	1539.517
52.68	1581.88
52.7	1483.705
52.72	1545.068
52.74	1508.606
52.76	1561.002
52.78	1533.841
52.8	1507.867
52.82	1505.693
52.84	1543.304
52.86	1518.573
52.88	1575.327
52.9	1595.768
52.92	1567.213
52.94	1525.239
52.96	1567.919
52.98	1507.482
53	1476.341
53.02	1566.986
53.04	1558.085
53.06	1514.317
53.08	1539.383
53.1	1589.645
53.12	1580.72
53.14	1565.954
53.16	1527.838
53.18	1566.458
53.2	1532.85
53.22	1493.56
53.24	1512.126
53.26	1532.363
53.28	1576.778
53.3	1628.334
53.32	1583.47
53.34	1598.676
53.36	1569.108
53.38	1550.048
53.4	1561.428
53.42	1538.954
53.44	1573.137
53.46	1542.057
53.48	1641.622
53.5	1601.234
53.52	1504.493
53.54	1541.233
53.56	1535.611
53.58	1539.304
53.6	1490.55
53.62	1504.387
53.64	1615.53
53.66	1544.823
53.68	1532.09
53.7	1587.943
53.72	1624.558
53.74	1558.242
53.76	1555.982
53.78	1605.439
53.8	1569.306
53.82	1638.079
53.84	1554.049
53.86	1563.378
53.88	1549.717
53.9	1661.171
53.92	1554.336
53.94	1548.279
53.96	1546.073
53.98	1534.404
54	1533.177
54.02	1545.971
54.04	1584.232
54.06	1613.856
54.08	1577.171
54.1	1557.319
54.12	1527.646
54.14	1601.458
54.16	1580.657
54.18	1622.151
54.2	1515.326
54.22	1578.881
54.24	1568.128
54.26	1578.744
54.28	1596.974
54.3	1535.412
54.32	1502.16
54.34	1580.835
54.36	1651.413
54.38	1545.486
54.4	1514.039
54.42	1506.366
54.44	1552.089
54.46	1583.384
54.48	1589.648
54.5	1609.566
54.52	1633.313
54.54	1630.396
54.56	1601.712
54.58	1662.897
54.6	1616.739
54.62	1653.821
54.64	1618.523
54.66	1537.931
54.68	1579.136
54.7	1652.311
54.72	1593.331
54.74	1591.662
54.76	1601.561
54.78	1602.712
54.8	1615.16
54.82	1610.958
54.84	1643.539
54.86	1632.531
54.88	1568.421
54.9	1627.884
54.92	1687.037
54.94	1627.856
54.96	1652.505
54.98	1685.772
55	1688.905
55.02	1623.966
55.04	1704.213
55.06	1672.94
55.08	1691.225
55.1	1708.86
55.12	1652.529
55.14	1787.709
55.16	1661.691
55.18	1658.759
55.2	1730.003
55.22	1724.286
55.24	1801.974
55.26	1745.529
55.28	1772.4
55.3	1742.702
55.32	1875.479
55.34	1844.312
55.36	1865.666
55.38	1893.707
55.4	1865.787
55.42	1835.549
55.44	1896.773
55.46	1945.167
55.48	1959.578
55.5	1947.449
55.52	1977.693
55.54	2027.503
55.56	2086.007
55.58	2142.485
55.6	2191.752
55.62	2250.938
55.64	2350.043
55.66	2561.332
55.68	2669.09
55.7	2842.795
55.72	3208.998
55.74	3583.74
55.76	3991.897
55.78	4731.098
55.8	5506.258
55.82	6202.102
55.84	6758.075
55.86	6796.077
55.88	6557.311
55.9	6204.448
55.92	5837.194
55.94	5468.148
55.96	5447.527
55.98	5160.952
56	4992.749
56.02	4712.637
56.04	4325.764
56.06	3804.704
56.08	3508.751
56.1	3191.299
56.12	2822.742
56.14	2640.983
56.16	2426.166
56.18	2253.019
56.2	2231.913
56.22	2123.993
56.24	2090.609
56.26	1942.249
56.28	1926.181
56.3	1878.009
56.32	1893.054
56.34	1918.534
56.36	1910.58
56.38	1889.852
56.4	1910.49
56.42	1846.321
56.44	1832.176
56.46	1831.427
56.48	1739.95
56.5	1844.711
56.52	1767.422
56.54	1716.99
56.56	1687.256
56.58	1733.732
56.6	1717.557
56.62	1722.855
56.64	1735.637
56.66	1675.03
56.68	1650.337
56.7	1628.597
56.72	1669.53
56.74	1739.1
56.76	1610.05
56.78	1555.908
56.8	1582.642
56.82	1598.033
56.84	1632.659
56.86	1603.112
56.88	1616.249
56.9	1580.454
56.92	1525.798
56.94	1514.184
56.96	1533.86
56.98	1519.815
57	1485.467
57.02	1590.299
57.04	1518.209
57.06	1508.096
57.08	1534.235
57.1	1484.7
57.12	1626.287
57.14	1491.324
57.16	1529.466
57.18	1521.651
57.2	1479.698
57.22	1457.827
57.24	1473.542
57.26	1490.979
57.28	1538.649
57.3	1556.017
57.32	1468.059
57.34	1500.093
57.36	1509.293
57.38	1425.781
57.4	1508.821
57.42	1486.513
57.44	1505.286
57.46	1501.06
57.48	1443.958
57.5	1438.328
57.52	1404.284
57.54	1482.103
57.56	1493.235
57.58	1474.831
57.6	1479.422
57.62	1477.031
57.64	1441.716
57.66	1490.31
57.68	1433.241
57.7	1463.335
57.72	1507.596
57.74	1437.044
57.76	1503.674
57.78	1419.686
57.8	1409.216
57.82	1468.688
57.84	1477.06
57.86	1487.013
57.88	1409.267
57.9	1446.958
57.92	1440.973
57.94	1346.143
57.96	1413.121
57.98	1428.393
58	1452.817
58.02	1416.417
58.04	1455.58
58.06	1458.901
58.08	1506.716
58.1	1412.419
58.12	1470.77
58.14	1407.402
58.16	1375.78
58.18	1380.305
58.2	1401.679
58.22	1353.162
58.24	1400.998
58.26	1453.772
58.28	1397.316
58.3	1460.942
58.32	1477.927
58.34	1418.614
58.36	1476.187
58.38	1471.72
58.4	1461.244
58.42	1393.604
58.44	1406.526
58.46	1460.835
58.48	1408.253
58.5	1414.46
58.52	1479.676
58.54	1440.153
58.56	1385.994
58.58	1374.313
58.6	1400.915
58.62	1415.964
58.64	1486.405
58.66	1419.763
58.68	1414.534
58.7	1390.769
58.72	1465.4
58.74	1427.652
58.76	1388.006
58.78	1384.707
58.8	1423.952
58.82	1430.591
58.84	1399.918
58.86	1465.896
58.88	1454.114
58.9	1421.966
58.92	1476.81
58.94	1476.846
58.96	1468.956
58.98	1459.418
59	1397.22
59.02	1438.316
59.04	1404.012
59.06	1445.528
59.08	1409.514
59.1	1366.298
59.12	1417.091
59.14	1419.167
59.16	1387.058
59.18	1442.161
59.2	1436.08
59.22	1467.381
59.24	1426.984
59.26	1471.156
59.28	1400.029
59.3	1423.045
59.32	1406.806
59.34	1436.847
59.36	1345.451
59.38	1412.234
59.4	1410.068
59.42	1447.947
59.44	1482.876
59.46	1471.365
59.48	1435.286
59.5	1400.353
59.52	1423.505
59.54	1447.259
59.56	1415.497
59.58	1421.841
59.6	1486.154
59.62	1466.625
59.64	1432.121
59.66	1342.929
59.68	1403.663
59.7	1352.973
59.72	1430.298
59.74	1420.599
59.76	1407.392
59.78	1402.423
59.8	1366.058
59.82	1399.072
59.84	1396.674
59.86	1405.634
59.88	1480.346
59.9	1427.382
59.92	1418.068
59.94	1453.241
59.96	1373.407
59.98	1378.522
60	1371.707
60.02	1364.412
60.04	1387.607
60.06	1419.682
60.08	1380.222
60.1	1448.432
60.12	1435.063
60.14	1394.599
60.16	1396.816
60.18	1330.349
60.2	1460.939
60.22	1398.254
60.24	1425.11
60.26	1376.072
60.28	1369.444
60.3	1363.173
60.32	1365.264
60.34	1378.276
60.36	1412.663
60.38	1353.819
60.4	1330.091
60.42	1398.995
60.44	1371.449
60.46	1451.324
60.48	1394.092
60.5	1402.657
60.52	1384.835
60.54	1394.309
60.56	1397.39
60.58	1416.109
60.6	1368.909
60.62	1383.897
60.64	1389.853
60.66	1372.384
60.68	1392.469
60.7	1389.869
60.72	1357.536
60.74	1388.798
60.76	1348.649
60.78	1379.569
60.8	1390.554
60.82	1342.061
60.84	1417.754
60.86	1416.668
60.88	1315.975
60.9	1444.822
60.92	1404.682
60.94	1369.636
60.96	1391.62
60.98	1427.731
61	1387.936
61.02	1380.732
61.04	1424.873
61.06	1344.873
61.08	1456.559
61.1	1426.613
61.12	1382.314
61.14	1393.975
61.16	1322.219
