TiNbZrCu_12	
92.42	1004.973
92.44	970.2628
92.46	991.7935
92.48	962.3165
92.5	1017.621
92.52	964.5352
92.54	1006.689
92.56	998.6162
92.58	1044.587
92.6	983.8922
92.62	941.3386
92.64	1047.234
92.66	1059.365
92.68	952.663
92.7	1037.325
92.72	955.2718
92.74	1000.327
92.76	998.0108
92.78	972.3265
92.8	985.4288
92.82	1037.493
92.84	1017.383
92.86	978.7838
92.88	1053.849
92.9	1046.05
92.92	1006.079
92.94	1016.923
92.96	1015.964
92.98	989.196
93	1029.947
93.02	1062.211
93.04	963.3035
93.06	1027.558
93.08	989.0984
93.1	1024.792
93.12	1052.116
93.14	960.9672
93.16	1045.146
93.18	1068.174
93.2	983.2859
93.22	992.8929
93.24	1070.668
93.26	998.494
93.28	1049.612
93.3	1015.598
93.32	982.6802
93.34	1009.131
93.36	1040.689
93.38	993.2469
93.4	1037.134
93.42	1039.55
93.44	1013.135
93.46	993.0397
93.48	978.4393
93.5	1074.075
93.52	1042.771
93.54	998.0129
93.56	992.1387
93.58	995.3112
93.6	961.29
93.62	1020.178
93.64	1060.258
93.66	1049.706
93.68	985.4769
93.7	1069.232
93.72	1025.67
93.74	1002.725
93.76	1006.496
93.78	1012.485
93.8	1047.843
93.82	976.3225
93.84	987.97
93.86	978.0974
93.88	1055.083
93.9	1076.861
93.92	1039.424
93.94	1067.54
93.96	1030.252
93.98	1030.927
94	958.8489
94.02	1052.013
94.04	1025.147
94.06	974.0204
94.08	1011.146
94.1	1064.541
94.12	1040.392
94.14	1030.156
94.16	1013.344
94.18	1053.336
94.2	993.7654
94.22	1015.605
94.24	1062.747
94.26	1077.789
94.28	1020.583
94.3	1111.916
94.32	1083.271
94.34	991.3287
94.36	1030.704
94.38	978.347
94.4	1010.91
94.42	1051.935
94.44	1050.572
94.46	1085.692
94.48	1087.142
94.5	1045.033
94.52	1030.658
94.54	1086.141
94.56	1070.491
94.58	1043.986
94.6	1040.052
94.62	1087.541
94.64	1063.029
94.66	1092.756
94.68	1074.954
94.7	1127.243
94.72	1072.835
94.74	1114.667
94.76	1073.973
94.78	1107.357
94.8	1077.323
94.82	1136.346
94.84	1054.351
94.86	1049.772
94.88	1050.182
94.9	1086.244
94.92	1103.137
94.94	1150.068
94.96	1079.073
94.98	1073.01
95	1150.409
95.02	1135.212
95.04	1116.413
95.06	1110.069
95.08	1153.811
95.1	1138.154
95.12	1175.364
95.14	1156.552
95.16	1210.456
95.18	1155.857
95.2	1218.161
95.22	1181.737
95.24	1146.402
95.26	1185.396
95.28	1191.816
95.3	1197.738
95.32	1271.705
95.34	1266.632
95.36	1339.97
95.38	1321.652
95.4	1334.369
95.42	1391.826
95.44	1525.965
95.46	1564.388
95.48	1620.293
95.5	1716.641
95.52	1731.698
95.54	1812.222
95.56	1923.514
95.58	2076.468
95.6	2070.579
95.62	2073.384
95.64	2116.328
95.66	2102.079
95.68	2064.692
95.7	2016.176
95.72	1899.592
95.74	1885.405
95.76	1827.568
95.78	1850.397
95.8	1811.267
95.82	1690.475
95.84	1631.574
95.86	1729.17
95.88	1767.913
95.9	1794.722
95.92	1731.099
95.94	1731.574
95.96	1637.391
95.98	1665.658
96	1645.678
96.02	1591.261
96.04	1566.102
96.06	1488.539
96.08	1472.021
96.1	1419.47
96.12	1356.09
96.14	1373.026
96.16	1341.356
96.18	1221.612
96.2	1243.798
96.22	1216.782
96.24	1199.84
96.26	1156.462
96.28	1244.807
96.3	1211.69
96.32	1161.136
96.34	1257.526
96.36	1129.135
96.38	1197.17
96.4	1167.616
96.42	1146.615
96.44	1114.823
96.46	1177.708
96.48	1130.979
96.5	1146.582
96.52	1072.208
96.54	1101.846
96.56	1080.186
96.58	1069.212
96.6	1111.1
96.62	1065.536
96.64	1086.562
96.66	1152.941
96.68	1100.177
96.7	1116.914
96.72	1014.894
96.74	1035.682
96.76	1099.635
96.78	1094.048
96.8	1059.168
96.82	1035.004
96.84	1058.75
96.86	998.9197
96.88	1079.959
96.9	1069.526
96.92	1023.934
96.94	996.018
96.96	1034.219
96.98	1021.823
97	1034.435
97.02	1036.701
97.04	1061.868
97.06	1076.368
97.08	1044.462
97.1	1017.375
97.12	986.7709
97.14	1063.298
97.16	1075.507
97.18	1024.892
97.2	1055.524
97.22	1040.785
97.24	1048.39
97.26	1014.708
97.28	1052.974
97.3	1089.815
97.32	1020.945
97.34	981.9353
97.36	1026.95
97.38	1037.203
97.4	1018.228
97.42	1025.357
97.44	1006.935
97.46	998.8836
97.48	975.2349
97.5	1036.069
97.52	1007.859
97.54	976.5847
97.56	986.7921
97.58	1021.088
97.6	1029.239
97.62	1030.878
97.64	1056.25
97.66	1003.187
97.68	1069.253
97.7	998.6926
97.72	1009.454
97.74	1051.593
97.76	1013.079
97.78	986.3716
97.8	1051.061
97.82	991.7791
97.84	995.5596
97.86	951.9557
97.88	1069.68
97.9	1037.374
97.92	1050.338
97.94	1018.444
97.96	1027.843
97.98	1031.411
98	1052.106
98.02	965.8397
98.04	976.9964
98.06	994.6605
98.08	1026.505
98.1	926.3971
98.12	987.7974
98.14	1005.199
98.16	974.2402
98.18	960.5847
98.2	969.2845
98.22	1002.552
98.24	1015.355
98.26	990.5593
98.28	1044.94
98.3	1004.784
98.32	935.3038
98.34	1015.01
98.36	1025.286
98.38	967.6399
98.4	1014.156
98.42	951.2435
98.44	997.8215
98.46	1002.914
98.48	995.7488
98.5	1066.844
98.52	980.2598
98.54	1005.596
98.56	986.1796
98.58	963.9033
98.6	976.3022
98.62	951.9379
98.64	1032.849
98.66	1060.405
98.68	999.5891
98.7	1027.254
98.72	928.7077
98.74	975.1994
98.76	1016.521
98.78	995.4338
98.8	1022.134
98.82	947.7994
98.84	1085.365
98.86	1032.318
98.88	1031.037
98.9	1005.669
98.92	969.5718
98.94	1037.399
98.96	1000.374
98.98	961.6378
99	1013.748
99.02	973.4512
99.04	962.193
99.06	947.0931
99.08	971.7351
99.1	947.019
99.12	983.15
99.14	930.107
99.16	984.0156
99.18	998.4052
99.2	993.3624
99.22	968.3138
99.24	979.3192
99.26	1060.717
99.28	977.0986
99.3	1010.321
99.32	1040.112
99.34	943.5665
99.36	1013.544
99.38	956.6319
99.4	919.8481
99.42	979.8408
99.44	988.1177
99.46	1001.643
99.48	991.1589
99.5	994.153
99.52	959.6852
99.54	931.0414
99.56	908.0068
99.58	1011.528
99.6	1006.506
99.62	973.2674
99.64	930.7283
99.66	952.0761
99.68	973.0412
99.7	1007.238
99.72	957.0066
99.74	974.008
99.76	914.107
99.78	936.4326
99.8	1002.624
99.82	1019.53
99.84	962.4489
99.86	1013.695
99.88	1010.804
99.9	966.8488
99.92	1022.653
99.94	984.6402
99.96	1005.875
99.98	995.2606
100	942.4193
