TiNbZrCu_9	
2θ, °	Intensity, counts
92	962.3823
92.02	1038.289
92.04	1075.415
92.06	1068.871
92.08	983.213
92.1	1038.973
92.12	1033.853
92.14	961.5421
92.16	1058.802
92.18	995.2404
92.2	991.8273
92.22	1052.386
92.24	1038.661
92.26	1019.921
92.28	1005.956
92.3	979.269
92.32	971.8595
92.34	1052.08
92.36	1028.275
92.38	960.172
92.4	1018.091
92.42	1012.957
92.44	989.1849
92.46	952.5884
92.48	1016.879
92.5	985.7021
92.52	946.855
92.54	1000.493
92.56	993.6901
92.58	989.0458
92.6	1025.14
92.62	985.8046
92.64	966.6055
92.66	1016.425
92.68	983.5742
92.7	989.4066
92.72	1015.133
92.74	990.0653
92.76	1080.75
92.78	979.1349
92.8	1020.909
92.82	1021.546
92.84	992.871
92.86	1049.774
92.88	1054.495
92.9	1002.247
92.92	1056.397
92.94	1009.088
92.96	969.2423
92.98	975.7892
93	996.3764
93.02	966.1055
93.04	976.0056
93.06	1001.429
93.08	969.7967
93.1	973.0362
93.12	1035.737
93.14	1029.305
93.16	950.8236
93.18	1017.066
93.2	1017.658
93.22	997.6165
93.24	1011.746
93.26	996.3369
93.28	962.7415
93.3	962.1414
93.32	963.4551
93.34	1049.388
93.36	979.4751
93.38	1015.439
93.4	999.7037
93.42	1030.378
93.44	1029.95
93.46	912.7094
93.48	966.7444
93.5	1058.313
93.52	1093.189
93.54	1022.677
93.56	994.8961
93.58	994.5474
93.6	962.4592
93.62	1018.225
93.64	1011.649
93.66	964.772
93.68	1000.352
93.7	1010.666
93.72	1023.797
93.74	1023.754
93.76	1010.535
93.78	968.2192
93.8	959.7196
93.82	1001.067
93.84	1021.025
93.86	988.6053
93.88	1005.662
93.9	1055.486
93.92	994.8212
93.94	999.8018
93.96	1012.896
93.98	990.202
94	999.2111
94.02	997.1628
94.04	1010.358
94.06	1004.184
94.08	1023.786
94.1	962.9197
94.12	1008.502
94.14	972.8002
94.16	997.2055
94.18	995.5723
94.2	1037.463
94.22	986.5085
94.24	959.725
94.26	1013.291
94.28	1024.672
94.3	1005.248
94.32	1065.582
94.34	991.7357
94.36	1043.578
94.38	1065.193
94.4	1032.586
94.42	1032.133
94.44	990.7648
94.46	1019.348
94.48	1059.975
94.5	1068.816
94.52	1026.872
94.54	1043.867
94.56	1086.971
94.58	1050.348
94.6	1002.295
94.62	1072.27
94.64	1029.174
94.66	1097.995
94.68	1071.27
94.7	1099.389
94.72	1062.435
94.74	1074.673
94.76	1077.87
94.78	1146.752
94.8	1103.032
94.82	1088.735
94.84	1102.4
94.86	1025.883
94.88	1025.664
94.9	1072.437
94.92	1043.223
94.94	1168.314
94.96	1148.734
94.98	1138.211
95	1067.673
95.02	1137.727
95.04	1075.121
95.06	1164.71
95.08	1180.29
95.1	1103.384
95.12	1196.843
95.14	1152.238
95.16	1143.352
95.18	1188.112
95.2	1146.725
95.22	1222.203
95.24	1223.09
95.26	1184.207
95.28	1251.15
95.3	1291.586
95.32	1273.611
95.34	1289.929
95.36	1325
95.38	1392.6
95.4	1409.997
95.42	1490.762
95.44	1545.48
95.46	1642.431
95.48	1748.485
95.5	1854.657
95.52	1860.201
95.54	1943.482
95.56	1984.305
95.58	1991.347
95.6	2013.643
95.62	2027.072
95.64	1981.331
95.66	2003.332
95.68	1937.764
95.7	1931.936
95.72	1863.386
95.74	1658.077
95.76	1802.667
95.78	1704.669
95.8	1645.192
95.82	1670.615
95.84	1653.149
95.86	1742.053
95.88	1799.832
95.9	1759.243
95.92	1687.444
95.94	1742.856
95.96	1663.564
95.98	1558.581
96	1557.556
96.02	1533.278
96.04	1450.649
96.06	1381.657
96.08	1392.227
96.1	1379.324
96.12	1277.753
96.14	1314.586
96.16	1260.854
96.18	1238.012
96.2	1248.427
96.22	1247.48
96.24	1216.015
96.26	1205.992
96.28	1156.167
96.3	1146.328
96.32	1165.428
96.34	1128.439
96.36	1128.542
96.38	1161.122
96.4	1153.84
96.42	1208.505
96.44	1099.472
96.46	1164.181
96.48	1121.603
96.5	1132.706
96.52	1153.231
96.54	1043.772
96.56	1075.695
96.58	1085.614
96.6	1128.25
96.62	1112.518
96.64	1010.638
96.66	1064.282
96.68	1053.562
96.7	1105.221
96.72	1049.374
96.74	1030.146
96.76	1063.209
96.78	1084.139
96.8	1030.668
96.82	1023.503
96.84	1058.917
96.86	1031.747
96.88	1043.587
96.9	1047.966
96.92	1037.032
96.94	1016.448
96.96	1018.58
96.98	1018.577
97	1043.959
97.02	1048.039
97.04	1033.782
97.06	1048.508
97.08	1017.239
97.1	1025.249
97.12	1032.039
97.14	991.9678
97.16	1031.69
97.18	1011.8
97.2	1061.201
97.22	970.6781
97.24	1056.249
97.26	955.886
97.28	1026.218
97.3	1061.872
97.32	1043.764
97.34	1061.433
97.36	967.4592
97.38	963.4656
97.4	940.3185
97.42	1047.191
97.44	1046.598
97.46	984.9924
97.48	1023.41
97.5	973.2808
97.52	993.5935
97.54	964.9371
97.56	971.8279
97.58	945.7397
97.6	990.2586
97.62	1006.172
97.64	1005.55
97.66	1012.894
97.68	968.9677
97.7	1002.316
97.72	1001.605
97.74	990.6434
97.76	966.9636
97.78	1035.046
97.8	1025.766
97.82	988.8965
97.84	975.0203
97.86	962.4848
97.88	1056.303
97.9	985.1915
97.92	949.4542
97.94	1006.776
97.96	1018.679
97.98	966.18
98	971.1457
98.02	1059.899
98.04	982.3534
98.06	1043.726
98.08	980.7198
98.1	990.0232
98.12	969.3404
98.14	933.1302
98.16	922.3738
98.18	926.186
98.2	951.1576
98.22	997.918
98.24	977.1118
98.26	976.5257
98.28	986.2171
98.3	975.9004
98.32	998.204
98.34	950.9663
98.36	950.3562
98.38	998.1697
98.4	1004.113
98.42	944.0911
98.44	1033.928
98.46	919.7362
98.48	924.5515
98.5	943.3141
98.52	959.749
98.54	939.753
98.56	962.8046
98.58	1009.841
98.6	992.4242
98.62	921.507
98.64	966.4075
98.66	942.468
98.68	966.2404
98.7	969.4498
98.72	982.3019
98.74	1023.202
98.76	971.3417
98.78	958.7124
98.8	928.4548
98.82	969.3677
98.84	939.0889
98.86	963.9421
98.88	925.1962
98.9	982.0101
98.92	1008.925
98.94	984.4355
98.96	998.4387
98.98	919.6753
99	1000.11
99.02	987.9078
99.04	995.2805
99.06	1008.449
99.08	985.4938
99.1	989.8366
99.12	971.9329
99.14	967.376
99.16	1017.915
99.18	998.784
99.2	954.8541
99.22	1028.325
99.24	936.3121
99.26	940.2205
99.28	930.2898
99.3	922.1071
99.32	1001.965
99.34	931.1193
99.36	927.1014
99.38	922.8077
99.4	954.6864
99.42	951.3957
99.44	989.584
99.46	954.4345
99.48	977.4885
99.5	962.3538
99.52	955.4753
99.54	1003.872
99.56	956.9504
99.58	933.7005
99.6	995.6669
99.62	940.4062
99.64	991.875
99.66	956.613
99.68	1024.584
99.7	1027.395
99.72	959.1168
99.74	934.4345
99.76	961.7977
99.78	975.8947
99.8	975.8983
99.82	975.9383
99.84	1013.883
99.86	998.9682
99.88	968.6426
99.9	957.742
99.92	933.6351
99.94	974.4037
99.96	983.2673
99.98	983.3445
100	933.6041
