TiNbZrCu_11	
32.86	3344.078
32.88	3447.362
32.9	3348.588
32.92	3414.594
32.94	3441.991
32.96	3325.873
32.98	3397.565
33	3377.138
33.02	3409.483
33.04	3460.433
33.06	3501.905
33.08	3429.654
33.1	3459.439
33.12	3476.88
33.14	3391.735
33.16	3372.347
33.18	3335.146
33.2	3275.954
33.22	3373.085
33.24	3283.401
33.26	3284.041
33.28	3386.093
33.3	3319.669
33.32	3396.872
33.34	3366.971
33.36	3331.848
33.38	3284.585
33.4	3349.679
33.42	3352.982
33.44	3287.061
33.46	3284.683
33.48	3242.619
33.5	3278.476
33.52	3321.162
33.54	3289.226
33.56	3310.339
33.58	3237.229
33.6	3308.441
33.62	3320.334
33.64	3296.959
33.66	3242.154
33.68	3225.906
33.7	3157.149
33.72	3169.946
33.74	3325.209
33.76	3222.817
33.78	3183.444
33.8	3302.126
33.82	3192.656
33.84	3172.292
33.86	3222.097
33.88	3226.131
33.9	3228.153
33.92	3108.662
33.94	3209.313
33.96	3138.687
33.98	3207.765
34	3114.746
34.02	3157.668
34.04	3033.387
34.06	3127.809
34.08	3182.152
34.1	3146.608
34.12	3083.633
34.14	3184.948
34.16	3199.303
34.18	3118.107
34.2	3081.801
34.22	3011.448
34.24	3102.184
34.26	3069.185
34.28	3021.332
34.3	3119.662
34.32	2991.92
34.34	3095.715
34.36	3046.282
34.38	3074.584
34.4	3015.295
34.42	3103.656
34.44	3039.446
34.46	3041.274
34.48	3034.062
34.5	3148.795
34.52	3014.167
34.54	3163.508
34.56	3073.699
34.58	3013.686
34.6	3093.33
34.62	3007.526
34.64	3022.586
34.66	3060.162
34.68	3063.528
34.7	3064.645
34.72	2984.967
34.74	3077.646
34.76	3104.824
34.78	3015.204
34.8	3024.123
34.82	3071.116
34.84	3002.842
34.86	3032.125
34.88	3023.658
34.9	3058.885
34.92	2985.901
34.94	3061.517
34.96	2917.201
34.98	2977.48
35	2977.579
35.02	2948.307
35.04	2870.023
35.06	2959.03
35.08	2939.599
35.1	2881.937
35.12	2879.104
35.14	2914.939
35.16	2853.337
35.18	2886.841
35.2	2905.241
35.22	2873.857
35.24	2957.226
35.26	2926.122
35.28	2877.473
35.3	2851.556
35.32	2877.527
35.34	2825.515
35.36	2891.2
35.38	2835.776
35.4	2873.911
35.42	2890.857
35.44	2863.205
35.46	2855.018
35.48	2833.01
35.5	2769.79
35.52	2824.428
35.54	2754.976
35.56	2831.704
35.58	2776.486
35.6	2878.943
35.62	2846.413
35.64	2755.199
35.66	2794.927
35.68	2744.071
35.7	2659.027
35.72	2657.649
35.74	2766.223
35.76	2794.029
35.78	2670.286
35.8	2699.328
35.82	2787.057
35.84	2777.693
35.86	2821.838
35.88	2763.895
35.9	2736.698
35.92	2889.415
35.94	2720.413
35.96	2744.708
35.98	2703.927
36	2687.273
36.02	2660.144
36.04	2640.678
36.06	2689.524
36.08	2674.582
36.1	2669.672
36.12	2588.918
36.14	2782.137
36.16	2665.133
36.18	2632.58
36.2	2700.7
36.22	2658.901
36.24	2638.698
36.26	2555.686
36.28	2691.794
36.3	2621.205
36.32	2638.036
36.34	2627.899
36.36	2696.433
36.38	2663.247
36.4	2625.498
36.42	2564.677
36.44	2699.464
36.46	2734.44
36.48	2731.871
36.5	2596.118
36.52	2573.412
36.54	2604.683
36.56	2548.279
36.58	2527.656
36.6	2568.438
36.62	2560.317
36.64	2454.642
36.66	2555.306
36.68	2534.649
36.7	2589.627
36.72	2554.109
36.74	2637.559
36.76	2580.583
36.78	2592.51
36.8	2597.958
36.82	2502.952
36.84	2568.088
36.86	2596.529
36.88	2594.966
36.9	2584.114
36.92	2491.875
36.94	2539.892
36.96	2618.617
36.98	2531.331
37	2567.085
37.02	2563.629
37.04	2586.804
37.06	2583.283
37.08	2569.989
37.1	2575.365
37.12	2595.118
37.14	2603.986
37.16	2548.252
37.18	2609.511
37.2	2572.683
37.22	2495.008
37.24	2514.569
37.26	2552.42
37.28	2665.47
37.3	2591.037
37.32	2724.179
37.34	2732.941
37.36	2657.209
37.38	2628.98
37.4	2700.401
37.42	2600.573
37.44	2636.116
37.46	2712.703
37.48	2642.623
37.5	2647.515
37.52	2625.002
37.54	2661.321
37.56	2707.752
37.58	2669.91
37.6	2800.781
37.62	2721.729
37.64	2665.256
37.66	2661.776
37.68	2643.116
37.7	2741.741
37.72	2683.059
37.74	2716.154
37.76	2771.333
37.78	2693.171
37.8	2718.565
37.82	2762.536
37.84	2813.277
37.86	2831.642
37.88	2818.318
37.9	2852.362
37.92	2811.913
37.94	2785.195
37.96	2896.019
37.98	2853.031
38	2846.873
38.02	2995.174
38.04	3044.705
38.06	3022.752
38.08	3050.523
38.1	3058.356
38.12	3159.522
38.14	3110.127
38.16	3172.43
38.18	3343.568
38.2	3297.336
38.22	3349.792
38.24	3509.901
38.26	3519.365
38.28	3539.481
38.3	3715.999
38.32	3763.24
38.34	3984.574
38.36	4010.181
38.38	4299.711
38.4	4520.281
38.42	4776.429
38.44	5186.573
38.46	5680.813
38.48	6227.102
38.5	6851.992
38.52	7484.596
38.54	8739.295
38.56	10187.1
38.58	12871.55
38.6	18095.68
38.62	27941.17
38.64	43968.63
38.66	56587.32
38.68	51009.5
38.7	36895.33
38.72	29577.49
38.74	31013.2
38.76	34156.28
38.78	28709.43
38.8	20043.89
38.82	13643.6
38.84	9821.444
38.86	7849.973
38.88	6490.698
38.9	5852.118
38.92	5323.712
38.94	4952.481
38.96	4494.087
38.98	4299.651
39	4080.284
39.02	3838.666
39.04	3725.846
39.06	3692.908
39.08	3445.93
39.1	3540.437
39.12	3441.181
39.14	3290.904
39.16	3172.454
39.18	3107.099
39.2	3093.709
39.22	3095.314
39.24	2924.429
39.26	2875.81
39.28	2933.045
39.3	2844.555
39.32	2893.092
39.34	2813.428
39.36	2696.43
39.38	2844.727
39.4	2672.439
39.42	2649.942
39.44	2679.881
39.46	2654.34
39.48	2654.033
39.5	2641.266
39.52	2551.181
39.54	2603.446
39.56	2576.408
39.58	2573.828
39.6	2509.249
39.62	2509.87
39.64	2529.795
39.66	2615.358
39.68	2489.933
39.7	2523.728
39.72	2605.268
39.74	2588.179
39.76	2583.735
39.78	2492.212
39.8	2399.24
39.82	2535.095
39.84	2517.415
39.86	2499.995
39.88	2469.367
39.9	2410.095
39.92	2455.963
39.94	2437.698
39.96	2456.468
39.98	2370.268
40	2437.65
40.02	2396.486
40.04	2413.845
40.06	2401.756
40.08	2358.129
40.1	2412.605
40.12	2252.335
40.14	2328.478
40.16	2369.502
40.18	2302.634
40.2	2444.247
40.22	2287.384
40.24	2262.133
40.26	2242.174
40.28	2384.06
40.3	2296.15
40.32	2269.812
40.34	2299.312
40.36	2295.329
40.38	2261.638
40.4	2255.288
40.42	2299.892
40.44	2199.262
40.46	2239.601
40.48	2307.104
40.5	2276.638
40.52	2270.636
40.54	2245.373
40.56	2279.427
40.58	2228.79
40.6	2357.431
40.62	2316.838
40.64	2248.144
40.66	2181.508
40.68	2251.911
40.7	2228.578
40.72	2233.642
40.74	2207.853
40.76	2150.141
40.78	2191.795
40.8	2231.245
40.82	2129.971
40.84	2230.914
40.86	2196.247
40.88	2156.381
40.9	2186.72
40.92	2111.837
40.94	2080.428
40.96	2145.026
40.98	2194.269
41	2158.034
41.02	2220.242
41.04	2140.327
41.06	2087.644
41.08	2130.215
41.1	2152.557
41.12	2133.443
41.14	2074.304
41.16	2061.603
41.18	2188.254
41.2	2197.786
41.22	2198.983
41.24	2167.713
41.26	2097.577
41.28	2089.58
41.3	2117.268
41.32	2032.349
41.34	2124.097
41.36	2097.761
41.38	2064.051
41.4	2061.281
41.42	2106.739
41.44	2070.408
41.46	2150.514
41.48	2063.27
41.5	2116.716
41.52	2114.261
41.54	2074.339
41.56	2155.675
41.58	2093.442
41.6	2079.379
41.62	1991.9
41.64	2034.617
41.66	2195.211
41.68	2052.501
41.7	2059.974
41.72	2020
41.74	2078.495
41.76	2021.792
41.78	2061.09
41.8	2040.182
41.82	2007.968
41.84	2063.507
41.86	2103.472
41.88	2077.173
41.9	2051.711
41.92	2049.489
41.94	2109.928
41.96	2056.611
41.98	2006.282
42	2081.974
42.02	2051.396
42.04	1947.991
42.06	2045.605
42.08	2058.506
42.1	1990.021
42.12	2006.174
42.14	2077.022
42.16	2146.889
42.18	1990.35
42.2	2065.068
42.22	2105
42.24	2075.256
42.26	2096.354
42.28	1987.199
42.3	1915.87
42.32	2049.397
42.34	2029.862
42.36	2080.817
42.38	2037.982
42.4	1987.084
42.42	1953.599
42.44	2066.076
42.46	2010.378
42.48	1936.837
42.5	2023.819
42.52	2056.929
42.54	2061.993
42.56	1948.156
42.58	1962.407
42.6	1959.803
42.62	1974.833
42.64	2019.767
42.66	1962.851
42.68	1979.035
42.7	1971.933
42.72	2006.005
42.74	1934.248
42.76	1985.154
42.78	1994.704
42.8	2057.042
42.82	2015.908
42.84	1944.813
42.86	1951.108
42.88	1980.96
42.9	1896.966
42.92	1965.528
42.94	1937.619
42.96	1993.177
42.98	1927.812
43	1882.656
43.02	1937.035
43.04	2033.143
43.06	1953.52
43.08	1981.072
43.1	1946.218
43.12	1939.291
43.14	1953.031
43.16	1914.77
43.18	1946.804
43.2	1900.03
43.22	1935.085
43.24	1971.855
43.26	1961.294
43.28	1977.191
43.3	1953.947
43.32	1927.061
43.34	1903.691
43.36	1922.484
43.38	1929.257
43.4	1987.781
43.42	1861.842
43.44	1959.556
43.46	1887.736
43.48	1873.723
43.5	1865.351
43.52	1882.595
43.54	1861.238
43.56	1952.424
43.58	1925.628
43.6	1942.322
43.62	1834.696
43.64	1894.953
43.66	1940.069
43.68	1924.497
43.7	1899.67
43.72	1848.926
43.74	1882.584
43.76	1925.661
43.78	1932.929
43.8	1818.453
43.82	1843.968
43.84	1864.939
43.86	1908.394
43.88	1938.781
43.9	1858.43
43.92	1836.036
43.94	1858.492
43.96	1835.932
43.98	1943.417
44	1992.313
44.02	1870.958
44.04	1876.792
44.06	1867.266
44.08	1825.254
44.1	1913.683
44.12	1877.818
44.14	1862.992
44.16	1924.649
44.18	1873.172
44.2	1854.086
44.22	1803.293
44.24	1843.986
44.26	1775.171
44.28	1842.856
44.3	1806.418
44.32	1828.12
44.34	1856.789
44.36	1822.076
44.38	1839.474
44.4	1800.991
44.42	1908.833
44.44	1844.002
44.46	1864.384
44.48	1785.307
44.5	1815.312
44.52	1923.443
44.54	1889.508
44.56	1800.856
44.58	1888.97
44.6	1830.62
44.62	1795.337
44.64	1830.375
44.66	1825.135
44.68	1753.142
44.7	1859.471
44.72	1816.401
44.74	1733.367
44.76	1799.02
44.78	1825.622
44.8	1791.496
44.82	1747.119
44.84	1840.327
44.86	1801.337
44.88	1817.751
44.9	1799.336
44.92	1798.225
44.94	1859.796
44.96	1800.773
44.98	1708.808
45	1701.864
45.02	1834.723
45.04	1806.557
45.06	1830.003
45.08	1829.136
45.1	1824.012
45.12	1787.18
45.14	1776.818
45.16	1744.695
45.18	1806.677
45.2	1804.142
45.22	1840.412
45.24	1790.55
45.26	1825.169
45.28	1816.522
45.3	1721.995
45.32	1837.223
45.34	1796.543
45.36	1851.135
45.38	1829.386
45.4	1791.573
45.42	1785.276
45.44	1795.066
45.46	1831.161
45.48	1721.004
45.5	1796.138
45.52	1759.189
45.54	1767.796
45.56	1735.929
45.58	1730.342
45.6	1771.344
45.62	1704.913
45.64	1839.179
45.66	1726.233
45.68	1768.737
45.7	1789.471
45.72	1725.67
45.74	1796.745
45.76	1758.185
45.78	1753.482
45.8	1758.41
45.82	1718.009
45.84	1714.034
45.86	1774.36
45.88	1816.067
45.9	1679.644
45.92	1719.435
45.94	1680.496
45.96	1674.443
45.98	1760.063
46	1711.378
46.02	1732.883
46.04	1710.984
46.06	1706.38
46.08	1698.423
46.1	1712.239
46.12	1667.534
46.14	1829.084
46.16	1716.906
46.18	1768.512
46.2	1744.059
46.22	1756.235
46.24	1717.36
46.26	1680.222
46.28	1685.3
46.3	1750.154
46.32	1822.405
46.34	1691.604
46.36	1749.682
46.38	1739.715
46.4	1695.938
46.42	1716.47
46.44	1753.254
46.46	1683.87
46.48	1716.385
46.5	1691.145
46.52	1696.791
46.54	1739.474
46.56	1727.368
46.58	1682.262
46.6	1697.503
46.62	1731.979
46.64	1694.44
46.66	1691.902
46.68	1672.813
46.7	1676.153
46.72	1656.445
46.74	1677.707
46.76	1724.928
46.78	1708.779
46.8	1637.199
46.82	1688.084
46.84	1773.284
46.86	1745.023
46.88	1701.841
46.9	1711.555
46.92	1772.921
46.94	1699.174
46.96	1662.061
46.98	1640.769
47	1699.63
47.02	1645.662
47.04	1696.262
47.06	1692.964
47.08	1667.065
47.1	1727.299
47.12	1678.455
47.14	1667.891
47.16	1634.906
47.18	1676.069
47.2	1698.28
47.22	1575.397
47.24	1635.863
47.26	1611.135
47.28	1643.494
47.3	1625.958
47.32	1640.829
47.34	1658.668
47.36	1671.22
47.38	1679.035
47.4	1643.26
47.42	1659.662
47.44	1644.041
47.46	1619.052
47.48	1674.173
47.5	1689.372
47.52	1586.678
47.54	1642.852
47.56	1660.453
47.58	1666.137
47.6	1611.063
47.62	1597.707
47.64	1626.974
47.66	1661.098
47.68	1609.08
47.7	1596.685
47.72	1684.949
47.74	1665.623
47.76	1686.735
47.78	1668.278
47.8	1633.705
47.82	1589.269
47.84	1593.796
47.86	1603.642
47.88	1582.735
47.9	1604.678
47.92	1632.298
47.94	1644.586
47.96	1635.312
47.98	1617.053
48	1581.771
48.02	1616.147
48.04	1605.151
48.06	1608.631
48.08	1687.584
48.1	1620.145
48.12	1614.405
48.14	1597.846
48.16	1545.571
48.18	1627.584
48.2	1616.235
48.22	1615.811
48.24	1549.473
48.26	1603.023
48.28	1651.5
48.3	1613.375
48.32	1610.439
48.34	1603.198
48.36	1589.208
48.38	1598.078
48.4	1594.841
48.42	1543.304
48.44	1608.901
48.46	1517.55
48.48	1584.278
48.5	1619.407
48.52	1629.21
48.54	1587.272
48.56	1550.51
48.58	1608.783
48.6	1641.817
48.62	1616.587
48.64	1580.751
48.66	1577.656
48.68	1539.562
48.7	1566.917
48.72	1546.885
48.74	1554.661
48.76	1444.8
48.78	1603.442
48.8	1580.929
48.82	1596.454
48.84	1527.198
48.86	1553.895
48.88	1543.039
48.9	1562.193
48.92	1611.305
48.94	1572.416
48.96	1502.613
48.98	1643.215
49	1618.797
49.02	1648.136
49.04	1579.319
49.06	1579.356
49.08	1544.739
49.1	1588.535
49.12	1654.495
49.14	1556.936
49.16	1581.051
49.18	1549.497
49.2	1577.766
49.22	1612.006
49.24	1619.11
49.26	1477.479
49.28	1504.052
49.3	1477.695
49.32	1554
49.34	1556.926
49.36	1573.297
49.38	1629.672
49.4	1585.301
49.42	1561.236
49.44	1589.821
49.46	1628.051
49.48	1610.452
49.5	1543.361
49.52	1631.233
49.54	1584.922
49.56	1628.697
49.58	1637.459
49.6	1596.632
49.62	1552.199
49.64	1558.969
49.66	1604.667
49.68	1547.06
49.7	1617.461
49.72	1578.246
49.74	1631.581
49.76	1537.875
49.78	1537.089
49.8	1581.693
49.82	1508.91
49.84	1571.738
49.86	1545.502
49.88	1524.49
49.9	1639.165
49.92	1467.532
49.94	1539.575
49.96	1631.764
49.98	1575.357
50	1617.494
50.02	1625.798
50.04	1613.596
50.06	1590.919
50.08	1618.836
50.1	1578.5
50.12	1569.738
50.14	1639.853
50.16	1606.842
50.18	1614.492
50.2	1562.19
50.22	1588.147
50.24	1628.171
50.26	1653.936
50.28	1663.745
50.3	1631.565
50.32	1655.964
50.34	1675.42
50.36	1728.127
50.38	1701.576
50.4	1621.227
50.42	1717.403
50.44	1644.038
50.46	1698.897
50.48	1770.399
50.5	1733.933
50.52	1779.041
50.54	1778.394
50.56	1717.175
50.58	1762.792
50.6	1731.198
50.62	1696.033
50.64	1737.374
50.66	1744.274
50.68	1804.339
50.7	1767.687
50.72	1847.172
50.74	1769.921
50.76	1750.419
50.78	1829.275
50.8	1753.786
50.82	1739.966
50.84	1682.906
50.86	1693.048
50.88	1751.178
50.9	1742.158
50.92	1692.604
50.94	1690.1
50.96	1724.468
50.98	1608.839
51	1654.37
51.02	1605.26
51.04	1540.676
51.06	1672.452
51.08	1646.119
51.1	1624.291
51.12	1553.094
51.14	1620.214
51.16	1591.957
51.18	1668.079
51.2	1640.43
51.22	1561.089
51.24	1620.266
51.26	1560.203
51.28	1620.102
51.3	1611.934
51.32	1514.393
51.34	1573.722
51.36	1480.031
51.38	1589.285
51.4	1503.846
51.42	1652.179
51.44	1553.018
51.46	1547.56
51.48	1512.058
51.5	1543.331
51.52	1505.795
51.54	1528.622
51.56	1526.315
51.58	1475.422
51.6	1532.375
51.62	1525.741
51.64	1497.022
51.66	1488.896
51.68	1541.403
51.7	1532.752
51.72	1600.233
51.74	1515.222
51.76	1510.768
51.78	1478.979
51.8	1456.278
51.82	1458.626
51.84	1481.003
51.86	1526.49
51.88	1494.922
51.9	1472.458
51.92	1521.025
51.94	1481.305
51.96	1522.449
51.98	1530.271
52	1469.471
52.02	1495.24
52.04	1485.035
52.06	1591.195
52.08	1545.332
52.1	1471.955
52.12	1529.587
52.14	1484.86
52.16	1473.614
52.18	1512.667
52.2	1528.344
52.22	1528.952
52.24	1497.339
52.26	1512.944
52.28	1497.24
52.3	1511.204
52.32	1475.349
52.34	1558.162
52.36	1569.743
52.38	1499.994
52.4	1484.745
52.42	1492.101
52.44	1470.899
52.46	1500.994
52.48	1580.659
52.5	1481.102
52.52	1468.025
52.54	1476.323
52.56	1555.755
52.58	1536.11
52.6	1577.962
52.62	1465.631
52.64	1491.601
52.66	1529.548
52.68	1486.997
52.7	1534.137
52.72	1529.713
52.74	1526.542
52.76	1544.549
52.78	1495.151
52.8	1519.764
52.82	1494.515
52.84	1516.111
52.86	1548.809
52.88	1501.834
52.9	1480.49
52.92	1539.872
52.94	1498.115
52.96	1516.938
52.98	1450.416
53	1472.055
53.02	1494.658
53.04	1509.256
53.06	1524.278
53.08	1528.06
53.1	1518.395
53.12	1559.448
53.14	1534.898
53.16	1444.457
53.18	1545.025
53.2	1451.279
53.22	1475.668
53.24	1471.212
53.26	1529.418
53.28	1532.776
53.3	1553.987
53.32	1492.829
53.34	1513.766
53.36	1507.139
53.38	1484.124
53.4	1432.659
53.42	1444.248
53.44	1540.56
53.46	1536.82
53.48	1535.793
53.5	1527.793
53.52	1491.958
53.54	1477.362
53.56	1481.447
53.58	1454.762
53.6	1542.56
53.62	1426.036
53.64	1378.827
53.66	1483.301
53.68	1509.141
53.7	1465.013
53.72	1529.137
53.74	1541.833
53.76	1495.768
53.78	1506.843
53.8	1472.493
53.82	1477.957
53.84	1582.63
53.86	1454.524
53.88	1422.182
53.9	1479.367
53.92	1447.121
53.94	1510.088
53.96	1582.506
53.98	1506.313
54	1523.752
54.02	1550.084
54.04	1558.786
54.06	1483.847
54.08	1517.044
54.1	1507.18
54.12	1473.831
54.14	1494.639
54.16	1475.909
54.18	1486.994
54.2	1472.649
54.22	1564.197
54.24	1490.81
54.26	1510.977
54.28	1461.783
54.3	1464.449
54.32	1487.729
54.34	1484.608
54.36	1464.957
54.38	1481.578
54.4	1481.245
54.42	1474.376
54.44	1527.995
54.46	1441.652
54.48	1469.435
54.5	1502.463
54.52	1515.236
54.54	1451.674
54.56	1539.287
54.58	1483.751
54.6	1519.995
54.62	1479.223
54.64	1440.883
54.66	1538.892
54.68	1500.926
54.7	1533.375
54.72	1482.578
54.74	1484.315
54.76	1452.661
54.78	1556.067
54.8	1520.147
54.82	1522.118
54.84	1530.382
54.86	1557.401
54.88	1474.114
54.9	1488.12
54.92	1507.052
54.94	1532.568
54.96	1541.519
54.98	1594.072
55	1498.927
55.02	1571.295
55.04	1629.083
55.06	1574.162
55.08	1545.417
55.1	1597.574
55.12	1577.606
55.14	1539.782
55.16	1579.384
55.18	1570.579
55.2	1634.743
55.22	1598.039
55.24	1599.571
55.26	1537.501
55.28	1643.005
55.3	1637.313
55.32	1652.996
55.34	1677.731
55.36	1682.753
55.38	1626.36
55.4	1692.946
55.42	1720.263
55.44	1729.468
55.46	1823.854
55.48	1739.349
55.5	1741.018
55.52	1800.967
55.54	1830.313
55.56	1853.806
55.58	1955.15
55.6	1923.778
55.62	1997.637
55.64	2068.531
55.66	2022.754
55.68	2228.377
55.7	2248.396
55.72	2408.14
55.74	2536.36
55.76	2754.422
55.78	3147.985
55.8	3740.667
55.82	4133.777
55.84	4417.406
55.86	4488.797
55.88	4364.854
55.9	4359.633
55.92	4104.527
55.94	3964.723
55.96	3841.177
55.98	3817.258
56	3529.404
56.02	3490.998
56.04	3235.729
56.06	3124.01
56.08	2921.957
56.1	2587.881
56.12	2472.624
56.14	2323.131
56.16	2249.441
56.18	2140.654
56.2	2141.84
56.22	2041.646
56.24	2020.524
56.26	1895.098
56.28	1920.263
56.3	1927.779
56.32	1818.833
56.34	1808.409
56.36	1753.684
56.38	1702.447
56.4	1755.026
56.42	1707.386
56.44	1711.649
56.46	1762.578
56.48	1684.683
56.5	1613.657
56.52	1622.273
56.54	1677.816
56.56	1651.266
56.58	1656.199
56.6	1597.693
56.62	1608.507
56.64	1590.817
56.66	1563.223
56.68	1574.218
56.7	1620.215
56.72	1569.734
56.74	1501.049
56.76	1652.511
56.78	1606.853
56.8	1479.953
56.82	1479.635
56.84	1489.685
56.86	1453.754
56.88	1506.209
56.9	1464.149
56.92	1475.578
56.94	1456.403
56.96	1530.841
56.98	1482.353
57	1416.83
57.02	1508.298
57.04	1411.006
57.06	1485.128
57.08	1440.02
57.1	1472.853
57.12	1511.124
57.14	1524.391
57.16	1460.514
57.18	1457.034
57.2	1401.153
57.22	1395.392
57.24	1497.311
57.26	1454.22
57.28	1458.609
57.3	1501.174
57.32	1427.916
57.34	1457.649
57.36	1410.775
57.38	1446.443
57.4	1415.149
57.42	1466.182
57.44	1423.481
57.46	1413.289
57.48	1472.76
57.5	1419.673
57.52	1460.825
57.54	1434.15
57.56	1477.368
57.58	1408.93
57.6	1418.856
57.62	1481.615
57.64	1457.934
57.66	1382.905
57.68	1381.729
57.7	1464.857
57.72	1524.956
57.74	1445.305
57.76	1435.18
57.78	1428.518
57.8	1375.045
57.82	1465.664
57.84	1437.998
57.86	1421.667
57.88	1405.9
57.9	1376.498
57.92	1393.585
57.94	1365.792
57.96	1486.21
57.98	1425.066
58	1444.781
58.02	1449.629
58.04	1473.907
58.06	1445.469
58.08	1430.982
58.1	1401.724
58.12	1444.152
58.14	1454.882
58.16	1364.622
58.18	1417.92
58.2	1512.448
58.22	1411.757
58.24	1404.664
58.26	1379.594
58.28	1441.336
58.3	1402.192
58.32	1368.966
58.34	1438.634
58.36	1469.839
58.38	1459.994
58.4	1509.367
58.42	1436.262
58.44	1387.689
58.46	1482.996
58.48	1358.458
58.5	1392.307
58.52	1458.046
58.54	1447.387
58.56	1430.386
58.58	1466.246
58.6	1489.979
58.62	1444.177
58.64	1447.736
58.66	1404.086
58.68	1431.925
58.7	1431.097
58.72	1423.625
58.74	1452.809
58.76	1345.212
58.78	1398.659
58.8	1337.399
58.82	1436.201
58.84	1446.116
58.86	1420.702
58.88	1442.111
58.9	1400.61
58.92	1451.205
58.94	1452.291
58.96	1404.217
58.98	1418.615
59	1351.258
59.02	1407.101
59.04	1436.836
59.06	1366.027
59.08	1455.265
59.1	1356.568
59.12	1377.617
59.14	1474.79
59.16	1410.119
59.18	1443.959
59.2	1412.205
59.22	1417.622
59.24	1413.672
59.26	1358.315
59.28	1480.839
59.3	1445.412
59.32	1395.305
59.34	1456.532
59.36	1345.129
59.38	1327.939
59.4	1442.315
59.42	1407.574
59.44	1399.871
59.46	1434.988
59.48	1365.621
59.5	1435.778
59.52	1430.699
59.54	1403.308
59.56	1370.085
59.58	1377.839
59.6	1305.412
59.62	1350.819
59.64	1382.001
59.66	1439.908
59.68	1362.095
59.7	1373.065
59.72	1369.583
59.74	1452.514
59.76	1361.97
59.78	1436.186
59.8	1375.319
59.82	1304.734
59.84	1382.729
59.86	1477.641
59.88	1445.359
59.9	1447.574
59.92	1422.198
59.94	1404.623
59.96	1406.472
59.98	1384.677
60	1424.768
60.02	1365.874
60.04	1439.322
60.06	1439.885
60.08	1375.299
60.1	1337.338
60.12	1372.021
60.14	1437.432
60.16	1330.686
60.18	1373.134
60.2	1357.858
60.22	1376.156
60.24	1403.63
60.26	1431.756
60.28	1396.317
60.3	1318.53
60.32	1418.558
60.34	1417.279
60.36	1364.572
60.38	1350.683
60.4	1414.888
60.42	1408.056
60.44	1382.888
60.46	1442.462
60.48	1384.236
60.5	1425.143
60.52	1350.658
60.54	1397.179
60.56	1415.253
60.58	1384.953
60.6	1422.795
60.62	1413.916
60.64	1403.23
60.66	1349.591
60.68	1356.479
60.7	1338.738
60.72	1372.599
60.74	1372.143
60.76	1307.078
60.78	1415.609
60.8	1406.928
60.82	1399.636
60.84	1425.997
60.86	1403.327
60.88	1373.426
60.9	1395.598
60.92	1400.888
60.94	1469.356
60.96	1423.914
60.98	1382.69
61	1384.382
61.02	1307.855
61.04	1395.624
61.06	1411.189
61.08	1402.94
61.1	1415.258
61.12	1452.844
61.14	1371.209
61.16	1404.622
