TiNbZrCu_11	
92.44	976.5443
92.46	957.9526
92.48	963.3658
92.5	984.4952
92.52	992.0394
92.54	1067.391
92.56	997.8051
92.58	972.8651
92.6	982.038
92.62	957.6174
92.64	1011.688
92.66	984.9254
92.68	978.5222
92.7	1002.49
92.72	1007.358
92.74	1014.223
92.76	1005.1
92.78	998.1722
92.8	989.5917
92.82	1033.799
92.84	964.1257
92.86	982.2086
92.88	1000.343
92.9	1047.525
92.92	982.3201
92.94	942.2454
92.96	970.8727
92.98	953.7455
93	948.4597
93.02	1048.012
93.04	1025.898
93.06	982.6104
93.08	941.1023
93.1	1071.553
93.12	1021.461
93.14	962.1731
93.16	999.8151
93.18	943.2798
93.2	964.1546
93.22	981.319
93.24	1024.282
93.26	1000.697
93.28	977.0922
93.3	989.5303
93.32	931.0072
93.34	985.014
93.36	1038.139
93.38	968.5816
93.4	946.1143
93.42	966.3309
93.44	964.5187
93.46	1024.839
93.48	1028.226
93.5	992.6208
93.52	1030.474
93.54	964.3868
93.56	978.8878
93.58	980.8606
93.6	992.553
93.62	980.393
93.64	991.6008
93.66	1037.17
93.68	1011.302
93.7	993.6263
93.72	1008.984
93.74	983.9529
93.76	994.2762
93.78	947.3893
93.8	1017.326
93.82	1057.002
93.84	984.7353
93.86	1051.206
93.88	1032.731
93.9	955.1031
93.92	1001.405
93.94	1061.032
93.96	1018.075
93.98	953.3483
94	984.6931
94.02	1009.607
94.04	998.533
94.06	989.9932
94.08	923.0185
94.1	1011.558
94.12	971.6496
94.14	965.5204
94.16	930.9396
94.18	1047.504
94.2	1010.49
94.22	975.8805
94.24	1012.907
94.26	999.413
94.28	968.0931
94.3	981.559
94.32	1063.006
94.34	991.3439
94.36	1006.708
94.38	1004.071
94.4	1052.584
94.42	1052.664
94.44	985.6951
94.46	960.0599
94.48	986.0428
94.5	1034.04
94.52	1032.202
94.54	1000.247
94.56	1062.082
94.58	1074.236
94.6	966.9807
94.62	1054.032
94.64	1011.054
94.66	1033.416
94.68	1039.444
94.7	1020.869
94.72	1053.073
94.74	1069.827
94.76	1039.662
94.78	1040.086
94.8	1066.012
94.82	1014.041
94.84	1070.324
94.86	1082.069
94.88	1103.731
94.9	1123.713
94.92	1125.519
94.94	1113.498
94.96	1050.624
94.98	1094.489
95	1075.467
95.02	1089.523
95.04	1135.877
95.06	1144.191
95.08	1102.608
95.1	1130.047
95.12	1115.119
95.14	1126.887
95.16	1138.765
95.18	1148.74
95.2	1185.088
95.22	1153.224
95.24	1159.779
95.26	1209.353
95.28	1213.632
95.3	1196.309
95.32	1201.952
95.34	1263.004
95.36	1244.725
95.38	1254.77
95.4	1336.029
95.42	1295.283
95.44	1346.695
95.46	1403.807
95.48	1358.407
95.5	1414.126
95.52	1490.196
95.54	1678.762
95.56	1730.805
95.58	1765.53
95.6	1866.37
95.62	1815.752
95.64	1898.243
95.66	1801.135
95.68	1785.068
95.7	1716.395
95.72	1772.305
95.74	1649.98
95.76	1604.114
95.78	1619.921
95.8	1612.801
95.82	1586.983
95.84	1557.578
95.86	1638.57
95.88	1620.763
95.9	1682.183
95.92	1620.259
95.94	1645.52
95.96	1641.489
95.98	1609.937
96	1556.757
96.02	1542.844
96.04	1482.104
96.06	1413.356
96.08	1460.439
96.1	1395.519
96.12	1312.511
96.14	1309.528
96.16	1262.387
96.18	1275.406
96.2	1256.908
96.22	1267.139
96.24	1230.754
96.26	1181.138
96.28	1208.66
96.3	1240.243
96.32	1171.7
96.34	1243.907
96.36	1155.938
96.38	1101.364
96.4	1127.532
96.42	1126.378
96.44	1135.426
96.46	1048.887
96.48	1090.9
96.5	1083
96.52	1016.971
96.54	1084.806
96.56	1157.766
96.58	1055.526
96.6	1139.967
96.62	1058.351
96.64	1170.362
96.66	1099.238
96.68	1049.276
96.7	1038.398
96.72	1046.359
96.74	1051.408
96.76	1020.869
96.78	1031.624
96.8	996.5862
96.82	999.1802
96.84	1022.309
96.86	962.0874
96.88	970.5259
96.9	937.6354
96.92	981.7247
96.94	1063.501
96.96	1034.252
96.98	1014.471
97	965.7902
97.02	1004.407
97.04	989.6226
97.06	1020.619
97.08	1062.891
97.1	984.598
97.12	1000.361
97.14	1033.272
97.16	986.2809
97.18	991.2127
97.2	951.9733
97.22	1016.39
97.24	998.1104
97.26	1004.131
97.28	1037.885
97.3	953.2809
97.32	996.2927
97.34	959.6857
97.36	1029.277
97.38	966.917
97.4	1019.791
97.42	965.8955
97.44	946.4929
97.46	969.9579
97.48	977.2419
97.5	943.4326
97.52	982.7426
97.54	951.2382
97.56	992.7277
97.58	1027.011
97.6	1005.27
97.62	966.2126
97.64	982.4782
97.66	919.8367
97.68	983.3632
97.7	960.3187
97.72	987.1357
97.74	1033.229
97.76	930.203
97.78	1080.224
97.8	981.2407
97.82	954.0114
97.84	937.3849
97.86	970.214
97.88	987.4812
97.9	922.0748
97.92	979.71
97.94	1020.349
97.96	961.5907
97.98	998.7677
98	985.6031
98.02	927.0103
98.04	976.7022
98.06	882.3561
98.08	958.5871
98.1	977.4532
98.12	989.0056
98.14	943.7913
98.16	976.829
98.18	942.6995
98.2	971.4314
98.22	971.2411
98.24	945.658
98.26	902.0557
98.28	937.1201
98.3	941.0557
98.32	978.8005
98.34	1004.453
98.36	990.1044
98.38	986.6705
98.4	999.3434
98.42	943.4295
98.44	941.0961
98.46	1015.306
98.48	1016.737
98.5	1012.052
98.52	991.1807
98.54	985.7698
98.56	933.3367
98.58	985.2222
98.6	980.9623
98.62	950.1549
98.64	929.6476
98.66	972.8173
98.68	981.0353
98.7	946.5565
98.72	935.8989
98.74	989.4582
98.76	998.0545
98.78	953.3271
98.8	1018.542
98.82	969.4249
98.84	954.2254
98.86	947.1739
98.88	984.8399
98.9	1020.892
98.92	996.4119
98.94	990.5742
98.96	987.3644
98.98	976.9816
99	969.0997
99.02	945.3197
99.04	980.1458
99.06	960.3192
99.08	956.9795
99.1	942.2042
99.12	1002.053
99.14	998.5527
99.16	981.25
99.18	982.8752
99.2	973.9639
99.22	988.381
99.24	959.7358
99.26	981.5042
99.28	947.6464
99.3	939.3499
99.32	960.4823
99.34	948.0444
99.36	1000.626
99.38	950.0797
99.4	1023.253
99.42	974.4066
99.44	944.1131
99.46	961.8006
99.48	981.1253
99.5	883.6705
99.52	960.4702
99.54	1018.907
99.56	936.3913
99.58	989.8996
99.6	959.0706
99.62	960.3148
99.64	984.5672
99.66	1031.946
99.68	970.5181
99.7	971.6338
99.72	1021.82
99.74	910.8831
99.76	924.7234
99.78	935.1514
99.8	974.7476
99.82	982.2916
99.84	980.1987
99.86	950.7256
99.88	979.1916
99.9	953.2095
99.92	946.0024
99.94	954.6022
99.96	994.7806
99.98	947.6964
100	987.402
